Time_Index,EIC_utilitypv_class1_moderate_0,EIC_utilitypv_class1_moderate_1,EIC_utilitypv_class1_moderate_2,EIC_utilitypv_class1_moderate_3,EIC_utilitypv_class1_moderate_4,EIC_utilitypv_class1_moderate_5,EIC_utilitypv_class1_moderate_6,EIC_utilitypv_class1_moderate_7,EIC_utilitypv_class1_moderate_8,EIC_utilitypv_class1_moderate_9,TRE_utilitypv_class1_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_utilitypv_class1_moderate_3,TRE_utilitypv_class1_moderate_4,TRE_utilitypv_class1_moderate_5,TRE_utilitypv_class1_moderate_6,TRE_utilitypv_class1_moderate_7,TRE_utilitypv_class1_moderate_8,TRE_utilitypv_class1_moderate_9,WECC_utilitypv_class1_moderate_0,WECC_utilitypv_class1_moderate_1,WECC_utilitypv_class1_moderate_2,WECC_utilitypv_class1_moderate_3,WECC_utilitypv_class1_moderate_4,WECC_utilitypv_class1_moderate_5,WECC_utilitypv_class1_moderate_6,WECC_utilitypv_class1_moderate_7,WECC_utilitypv_class1_moderate_8,WECC_utilitypv_class1_moderate_9
43,0.124,0.004,0.088,0.0,0.0,0.145,0.034,0.0,0.0,0.143,0.245,0.14,0.234,0.223,0.235,0.254,0.293,0.217,0.36,0.231,0.534,0.311,0.444,0.403,0.405,0.513,0.43,0.523,0.352,0.485
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.055,0.165,0.196,0.132,0.323,0.173,0.342,0.1,0.3
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.075,0.0,0.074,0.037,0.0,0.004,0.074,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.21,0.373,0.243,0.355,0.318,0.176,0.23,0.34,0.335,0.084,0.259,0.249,0.26,0.241,0.255,0.224,0.199,0.257,0.117,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.471,0.561,0.504,0.544,0.538,0.449,0.503,0.512,0.537,0.363,0.542,0.542,0.546,0.535,0.537,0.524,0.496,0.543,0.469,0.468,0.177,0.043,0.116,0.0,0.098,0.0,0.045,0.0,0.077,0.0
60,0.642,0.662,0.652,0.643,0.658,0.592,0.652,0.626,0.66,0.586,0.717,0.721,0.711,0.713,0.706,0.704,0.676,0.703,0.619,0.627,0.443,0.157,0.324,0.025,0.281,0.0,0.214,0.0,0.253,0.0
61,0.697,0.716,0.718,0.702,0.726,0.676,0.734,0.684,0.717,0.722,0.814,0.823,0.806,0.817,0.797,0.814,0.782,0.788,0.708,0.725,0.633,0.299,0.477,0.091,0.422,0.005,0.385,0.001,0.39,0.002
62,0.728,0.736,0.757,0.723,0.743,0.705,0.74,0.711,0.727,0.67,0.854,0.864,0.845,0.858,0.834,0.86,0.834,0.815,0.764,0.753,0.746,0.423,0.588,0.15,0.532,0.029,0.524,0.014,0.468,0.009
63,0.692,0.729,0.735,0.717,0.717,0.686,0.711,0.703,0.707,0.654,0.851,0.853,0.843,0.855,0.829,0.863,0.835,0.797,0.783,0.742,0.806,0.478,0.681,0.192,0.598,0.105,0.566,0.053,0.534,0.033
64,0.606,0.668,0.666,0.652,0.643,0.649,0.65,0.645,0.655,0.603,0.812,0.821,0.819,0.815,0.803,0.824,0.82,0.763,0.78,0.714,0.809,0.44,0.685,0.219,0.618,0.12,0.586,0.083,0.507,0.118
65,0.541,0.529,0.546,0.501,0.52,0.557,0.536,0.513,0.527,0.57,0.725,0.68,0.728,0.71,0.701,0.742,0.721,0.669,0.763,0.623,0.772,0.301,0.613,0.243,0.575,0.165,0.563,0.106,0.479,0.05
66,0.393,0.278,0.386,0.238,0.282,0.407,0.348,0.251,0.274,0.324,0.562,0.549,0.569,0.576,0.551,0.607,0.586,0.488,0.612,0.463,0.696,0.307,0.523,0.2,0.462,0.088,0.479,0.065,0.421,0.048
67,0.137,0.025,0.098,0.004,0.01,0.142,0.044,0.017,0.026,0.079,0.332,0.324,0.331,0.35,0.314,0.38,0.367,0.262,0.377,0.243,0.547,0.203,0.402,0.102,0.338,0.029,0.338,0.018,0.275,0.022
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.295,0.002,0.161,0.0,0.113,0.001,0.121,0.001,0.06,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.127,0.0,0.113,0.061,0.0,0.006,0.14,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.269,0.401,0.291,0.359,0.353,0.225,0.275,0.415,0.392,0.213,0.246,0.197,0.258,0.209,0.245,0.185,0.182,0.218,0.119,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.557,0.6,0.579,0.564,0.588,0.527,0.571,0.598,0.597,0.528,0.521,0.467,0.534,0.496,0.519,0.464,0.463,0.498,0.42,0.472,0.2,0.164,0.225,0.0,0.245,0.0,0.118,0.0,0.176,0.0
84,0.726,0.72,0.741,0.689,0.72,0.715,0.732,0.693,0.708,0.719,0.695,0.633,0.708,0.672,0.689,0.647,0.655,0.678,0.57,0.653,0.505,0.425,0.506,0.088,0.51,0.006,0.392,0.003,0.422,0.0
85,0.815,0.775,0.826,0.752,0.788,0.807,0.814,0.734,0.766,0.822,0.795,0.703,0.813,0.774,0.795,0.755,0.748,0.779,0.677,0.747,0.708,0.473,0.686,0.276,0.674,0.104,0.595,0.162,0.586,0.129
86,0.848,0.799,0.855,0.773,0.805,0.848,0.843,0.737,0.767,0.874,0.83,0.704,0.852,0.792,0.832,0.791,0.78,0.814,0.758,0.784,0.802,0.528,0.767,0.454,0.774,0.353,0.71,0.449,0.679,0.252
87,0.855,0.797,0.868,0.769,0.799,0.852,0.833,0.717,0.738,0.884,0.831,0.729,0.846,0.769,0.819,0.778,0.798,0.831,0.834,0.774,0.871,0.692,0.831,0.556,0.824,0.504,0.778,0.583,0.708,0.4
88,0.836,0.736,0.837,0.711,0.741,0.836,0.793,0.656,0.68,0.859,0.802,0.739,0.815,0.764,0.807,0.78,0.796,0.807,0.841,0.774,0.9,0.746,0.857,0.524,0.838,0.541,0.799,0.644,0.702,0.487
89,0.75,0.606,0.738,0.576,0.627,0.763,0.703,0.552,0.567,0.775,0.736,0.681,0.74,0.706,0.743,0.725,0.726,0.737,0.754,0.707,0.88,0.736,0.827,0.469,0.795,0.553,0.776,0.618,0.664,0.496
90,0.581,0.379,0.558,0.347,0.414,0.615,0.508,0.337,0.35,0.611,0.612,0.588,0.613,0.598,0.618,0.587,0.586,0.609,0.629,0.586,0.801,0.585,0.731,0.387,0.703,0.516,0.701,0.597,0.581,0.451
91,0.283,0.056,0.235,0.024,0.064,0.34,0.154,0.047,0.066,0.333,0.384,0.35,0.392,0.375,0.393,0.369,0.363,0.378,0.41,0.355,0.647,0.413,0.546,0.277,0.518,0.417,0.553,0.489,0.421,0.402
92,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.008,0.007,0.013,0.017,0.016,0.0,0.024,0.001,0.395,0.081,0.267,0.11,0.229,0.216,0.296,0.3,0.144,0.198
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.001,0.012,0.001,0.01,0.001,0.021,0.002,0.024,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.026,0.0,0.026,0.011,0.0,0.0,0.028,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.071,0.214,0.106,0.237,0.204,0.003,0.106,0.212,0.179,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
