Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,545,647675.0,73534.0,169404.0
,,,,,,,,546,717706.0,79324.0,178266.0
,,,,,,,,547,716155.0,86537.0,195659.0
,,,,,,,,548,650433.0,85490.0,217727.0
,,,,,,,,549,602598.0,76204.0,228496.0
,,,,,,,,550,539105.0,72294.0,202729.0
,,,,,,,,551,490843.0,67863.0,175977.0
,,,,,,,,552,457158.0,62015.0,162699.0
,,,,,,,,553,442765.0,56546.0,144736.0
,,,,,,,,554,431367.0,56542.0,133211.0
,,,,,,,,555,421388.0,53739.0,127923.0
,,,,,,,,556,420673.0,52994.0,127749.0
,,,,,,,,557,422959.0,53013.0,120662.0
,,,,,,,,558,438885.0,53278.0,119459.0
,,,,,,,,559,466593.0,55896.0,119239.0
,,,,,,,,560,481597.0,59525.0,120707.0
,,,,,,,,561,491446.0,62881.0,126208.0
,,,,,,,,562,501161.0,65021.0,132023.0
,,,,,,,,563,510186.0,66662.0,136987.0
,,,,,,,,564,515067.0,67492.0,145972.0
,,,,,,,,565,527963.0,68755.0,155504.0
,,,,,,,,566,530726.0,70711.0,163119.0
,,,,,,,,567,524752.0,70694.0,170537.0
,,,,,,,,568,530345.0,70133.0,177675.0
,,,,,,,,569,554629.0,71066.0,177535.0
,,,,,,,,570,575630.0,72673.0,179247.0
,,,,,,,,571,599628.0,73783.0,184746.0
,,,,,,,,572,607992.0,79926.0,192682.0
,,,,,,,,573,588741.0,79558.0,196802.0
,,,,,,,,574,559485.0,76636.0,202069.0
,,,,,,,,575,523499.0,72447.0,196210.0
,,,,,,,,576,482901.0,67374.0,184184.0
,,,,,,,,577,455803.0,59348.0,154008.0
,,,,,,,,578,439761.0,55740.0,139900.0
,,,,,,,,579,431523.0,54050.0,130502.0
,,,,,,,,580,432377.0,53292.0,124141.0
,,,,,,,,581,443882.0,53896.0,121034.0
,,,,,,,,582,479335.0,55569.0,120277.0
,,,,,,,,583,545646.0,61297.0,122156.0
,,,,,,,,584,607730.0,71062.0,127690.0
,,,,,,,,585,613209.0,75321.0,141455.0
,,,,,,,,586,590941.0,73031.0,160118.0
,,,,,,,,587,575005.0,69734.0,169074.0
,,,,,,,,588,569698.0,68337.0,166229.0
,,,,,,,,589,570117.0,68516.0,163448.0
,,,,,,,,590,567198.0,68726.0,166568.0
,,,,,,,,591,570603.0,68635.0,170015.0
,,,,,,,,592,600563.0,69592.0,172723.0
,,,,,,,,593,665965.0,73511.0,174655.0
,,,,,,,,594,748145.0,79181.0,183226.0
,,,,,,,,595,750893.0,86892.0,201087.0
,,,,,,,,596,686709.0,86046.0,224138.0
,,,,,,,,597,642432.0,76826.0,233792.0
,,,,,,,,598,575227.0,73171.0,207834.0
,,,,,,,,599,524263.0,68598.0,180662.0
,,,,,,,,600,490162.0,62553.0,167446.0
,,,,,,,,601,450142.0,55230.0,149712.0
,,,,,,,,602,436156.0,51385.0,135909.0
,,,,,,,,603,427887.0,49232.0,126039.0
,,,,,,,,604,429703.0,48025.0,119543.0
,,,,,,,,605,441226.0,47886.0,116266.0
,,,,,,,,606,475225.0,48533.0,114884.0
,,,,,,,,607,537295.0,52664.0,116618.0
,,,,,,,,608,592563.0,60110.0,121631.0
,,,,,,,,609,595872.0,64345.0,133382.0
,,,,,,,,610,571841.0,64777.0,150683.0
,,,,,,,,611,556596.0,64738.0,161025.0
,,,,,,,,612,551431.0,65875.0,159461.0
,,,,,,,,613,550447.0,67474.0,157508.0
,,,,,,,,614,547288.0,69026.0,161127.0
,,,,,,,,615,549373.0,69905.0,165272.0
,,,,,,,,616,574553.0,71449.0,167749.0
,,,,,,,,617,632359.0,75196.0,168708.0
,,,,,,,,618,700482.0,79781.0,175873.0
,,,,,,,,619,693858.0,85475.0,193021.0
,,,,,,,,620,629318.0,82440.0,215741.0
,,,,,,,,621,584931.0,72733.0,223250.0
,,,,,,,,622,520903.0,68365.0,196682.0
,,,,,,,,623,478903.0,64850.0,170708.0
,,,,,,,,624,449487.0,60522.0,158625.0
,,,,,,,,625,430816.0,62928.0,186738.0
,,,,,,,,626,396091.0,57138.0,170120.0
,,,,,,,,627,381310.0,52319.0,151570.0
,,,,,,,,628,377352.0,50704.0,136200.0
,,,,,,,,629,375599.0,49639.0,128977.0
,,,,,,,,630,381686.0,48750.0,128019.0
,,,,,,,,631,396862.0,49317.0,127397.0
,,,,,,,,632,414334.0,51187.0,128047.0
,,,,,,,,633,432949.0,52592.0,132261.0
,,,,,,,,634,459418.0,55888.0,139297.0
,,,,,,,,635,485251.0,61300.0,144401.0
,,,,,,,,636,508615.0,65513.0,153724.0
,,,,,,,,637,533123.0,69397.0,162379.0
,,,,,,,,638,547829.0,72871.0,169769.0
,,,,,,,,639,551995.0,74083.0,177372.0
,,,,,,,,640,557993.0,74350.0,183938.0
,,,,,,,,641,585819.0,74878.0,186156.0
,,,,,,,,642,615411.0,77183.0,188683.0
,,,,,,,,643,634882.0,80487.0,195265.0
,,,,,,,,644,640616.0,87099.0,208364.0
,,,,,,,,645,617323.0,87811.0,218666.0
,,,,,,,,646,577535.0,84189.0,225002.0
,,,,,,,,647,532714.0,79240.0,219772.0
,,,,,,,,648,483218.0,72052.0,205528.0
,,,,,,,,649,420338.0,61270.0,193105.0
,,,,,,,,650,383405.0,52258.0,172467.0
,,,,,,,,651,374079.0,49511.0,148762.0
,,,,,,,,652,374661.0,48341.0,127298.0
,,,,,,,,653,385249.0,48646.0,124022.0
,,,,,,,,654,417668.0,49825.0,123173.0
,,,,,,,,655,482112.0,54704.0,125517.0
,,,,,,,,656,546939.0,63676.0,132397.0
,,,,,,,,657,561971.0,69446.0,149448.0
,,,,,,,,658,551753.0,68462.0,169258.0
,,,,,,,,659,549134.0,67236.0,177308.0
,,,,,,,,660,554801.0,67427.0,173626.0
,,,,,,,,661,562240.0,68777.0,169436.0
,,,,,,,,662,563542.0,69427.0,172159.0
,,,,,,,,663,569929.0,69719.0,176163.0
,,,,,,,,664,599357.0,70881.0,178445.0
,,,,,,,,665,659632.0,74693.0,180059.0
,,,,,,,,666,732877.0,80118.0,189444.0
,,,,,,,,667,726833.0,87617.0,209675.0
,,,,,,,,668,657081.0,87739.0,238113.0
,,,,,,,,669,604795.0,78625.0,252708.0
,,,,,,,,670,540286.0,74807.0,225863.0
,,,,,,,,671,487908.0,70653.0,196248.0
,,,,,,,,672,448118.0,64321.0,181478.0
,,,,,,,,673,517300.0,62889.0,187932.0
,,,,,,,,674,480299.0,56042.0,171061.0
,,,,,,,,675,466445.0,51284.0,153200.0
,,,,,,,,676,464310.0,49842.0,138196.0
,,,,,,,,677,464485.0,48961.0,130681.0
,,,,,,,,678,473965.0,48352.0,129286.0
,,,,,,,,679,495184.0,49599.0,128606.0
,,,,,,,,680,514449.0,51700.0,129776.0
,,,,,,,,681,525429.0,54134.0,135056.0
,,,,,,,,682,531847.0,56802.0,142498.0
,,,,,,,,683,534675.0,60697.0,147645.0
,,,,,,,,684,538600.0,62929.0,155829.0
,,,,,,,,685,551755.0,65819.0,164172.0
,,,,,,,,686,556869.0,68553.0,170327.0
,,,,,,,,687,557759.0,69312.0,177662.0
,,,,,,,,688,563672.0,69340.0,184703.0
,,,,,,,,689,592840.0,69783.0,186273.0
,,,,,,,,690,628932.0,72095.0,188242.0
,,,,,,,,691,658200.0,75049.0,193713.0
,,,,,,,,692,668863.0,81602.0,206348.0
,,,,,,,,693,650582.0,82186.0,214736.0
,,,,,,,,694,618288.0,79288.0,221300.0
,,,,,,,,695,578382.0,75548.0,216457.0
,,,,,,,,696,529549.0,70328.0,203993.0
,,,,,,,,697,530712.0,78620.0,195334.0
,,,,,,,,698,494267.0,72241.0,177723.0
,,,,,,,,699,482509.0,69239.0,159534.0
,,,,,,,,700,482050.0,68822.0,143824.0
,,,,,,,,701,483758.0,69241.0,137437.0
,,,,,,,,702,494316.0,69891.0,136307.0
,,,,,,,,703,515420.0,72531.0,135764.0
,,,,,,,,704,543523.0,82284.0,137353.0
,,,,,,,,705,556625.0,83519.0,142554.0
,,,,,,,,706,563369.0,79745.0,150891.0
,,,,,,,,707,568899.0,79747.0,155983.0
,,,,,,,,708,575646.0,79637.0,163574.0
,,,,,,,,709,587848.0,80588.0,170464.0
,,,,,,,,710,592167.0,81757.0,176554.0
,,,,,,,,711,591011.0,81164.0,182950.0
,,,,,,,,712,598332.0,80791.0,188281.0
,,,,,,,,713,631878.0,81206.0,189376.0
,,,,,,,,714,673694.0,84274.0,190655.0
,,,,,,,,715,708700.0,87152.0,197472.0
,,,,,,,,716,721891.0,93657.0,210145.0
,,,,,,,,717,702343.0,93780.0,222121.0
,,,,,,,,718,668415.0,89904.0,230027.0
,,,,,,,,719,628355.0,84343.0,224891.0
,,,,,,,,720,577995.0,77636.0,211380.0
